zespol,slupek
7002,09
5077,04
3118,02
5065,06
6059,14
5070,01
6061,06
5067,03
5161,06
5012,07
6058,01
5061,04
7085,10
5003,04
6059,05
5077,03
5002,03
5001,04
5066,01
5066,02
5069,04
3228,03
3286,04
5058,06
5074,01
3238,03
6024,03
6059,06
5062,06
3240,10
5161,04
7093,04
5063,05
3228,04
5161,03
R-03,99
5064,06
5060,05
5065,05
5071,01
5073,02
5001,03
6046,08
R-04,00
5067,04
3237,04
6047,06
5060,06
6058,02
5034,07
5002,04
5057,03
7090,04
3239,04
6027,04
6046,03
6026,04
R-03,00
6059,08
7088,03
5063,07
5072,01
5062,05
7002,10
7086,03
5004,06
6059,16
5059,04
3286,03
7090,03
6027,03
5106,05
6047,05
7085,05
5003,03
5069,03
5061,03
5025,04
7086,04
5064,05
R-04,99
5021,04
5068,03
6061,07
5068,04
5063,06
5004,03
5074,02
5012,08
5072,02
7093,03
5034,08
7089,04
3237,03
5025,03
5058,05
7089,03
7094,04
6024,04
7088,04
3239,03
6025,03
5021,03
3118,01
3240,04
3238,04
5057,04
5073,01
7094,03
6025,04
6026,03
5071,02
5161,07
5070,02
5106,06
