zespol,slupek
1029,02
2014,04
1001,06
2009,01
2013,03
1078,04
2004,04
1077,04
2007,01
2012,03
2011,03
2006,03
2003,04
2004,03
2003,03
2005,03
1086,03
1082,02
1083,03
1003,08
1080,03
1084,01
1079,04
1066,03
1082,01
1085,02
2008,05
2006,04
2007,02
2010,03
1001,03
1078,03
1001,04
2001,05
R-02,99
1086,04
1084,02
2013,04
1080,04
1002,04
1003,07
2009,02
2005,04
2014,07
R-02,00
1028,02
1071,02
2012,04
1083,04
1087,02
1066,04
1071,01
1079,03
2002,04
1077,03
1085,01
2014,06
1002,03
2002,03
2008,04
2010,04
2011,04
2001,06
1028,01
1030,02
