zespol,slupek
3155,01
3090,02
3278,01
3064,04
3044,01
3035,52
3042,04
3043,01
3034,52
3149,02
3092,01
3150,03
3157,02
3062,01
3157,01
3155,02
3062,03
3154,01
3156,02
3278,02
3044,03
3147,01
3080,04
3149,01
3153,02
3159,01
3044,08
3090,01
3148,02
3393,02
3392,01
3046,07
3080,01
3158,51
3159,02
3389,01
3092,02
3154,02
3394,01
3063,01
3156,51
3043,02
3064,03
R-07,00
3034,51
3392,02
3158,52
3045,03
3150,02
3045,01
3033,55
3147,02
3035,01
3091,02
3042,01
3089,02
R-07,99
3091,01
3063,02
3044,02
3062,02
3036,01
3148,01
3045,02
3033,03
3393,01
3079,05
3089,01
3153,01
