zespol,slupek
1256,03
1571,02
1943,02
1250,02
1942,02
1013,02
1253,02
1943,01
1942,01
1251,03
1122,02
1944,01
1256,01
1313,02
1498,01
1500,02
1250,04
1497,01
1317,01
1313,01
1316,01
1406,03
1219,02
1016,03
1498,02
1315,01
1497,02
1015,01
1405,02
1405,01
1312,02
1253,04
1499,02
1016,01
1570,02
1013,14
1421,01
1278,02
1219,01
1421,02
1317,02
1027,03
1422,01
1469,05
1277,09
1278,01
1312,01
1014,01
1315,02
1256,02
1406,01
1571,01
1422,02
1499,01
1118,02
1118,01
1500,01
1366,03
1316,02
1366,02
1015,02
1424,01
