zespol,slupek
5071,01
1067,01
5062,05
5004,03
5067,04
5068,04
6047,05
5062,06
6059,16
1066,03
6058,02
5074,02
5065,06
5071,02
6026,03
5002,03
5003,04
5073,01
1066,04
5505,51
R-04,00
5106,05
6027,04
6025,04
6059,05
5064,05
5106,06
7085,06
5069,04
6024,04
R-01,00
7085,05
5064,06
5004,06
7047,01
5068,03
6059,08
5025,04
6046,08
7099,09
1069,01
5070,01
5066,02
6026,04
5003,03
5025,03
1163,02
5161,03
5074,01
5038,03
6061,06
6024,03
5067,03
5066,01
5070,02
5063,06
6059,06
6046,03
6058,01
7099,10
5072,01
1068,01
1067,02
1003,08
5073,02
6027,03
5065,05
1003,03
5063,07
5004,04
6025,03
5069,03
5161,04
7047,02
5161,06
5002,04
6061,07
5161,08
R-04,99
6047,06
1163,01
5072,02
R-01,99
