zespol,slupek
6015,01
6059,03
6007,02
6629,02
6015,02
6407,02
6015,04
6806,01
6075,01
6806,02
6645,01
6059,21
6006,01
6644,01
6013,02
6626,02
6624,01
6628,02
6810,01
6624,02
6808,02
6010,01
6017,01
6011,02
6642,02
6018,01
6016,02
6075,02
6008,02
6411,02
6624,04
6008,01
6006,02
6660,02
6643,02
6009,02
6012,01
6014,02
6627,01
6807,02
6658,02
6017,02
6009,01
6810,02
6010,02
6007,01
6809,01
6809,02
6013,01
6005,12
6411,01
6645,02
6807,01
6011,01
6626,01
6627,02
6018,02
6061,01
6016,01
6808,01
6014,01
6061,02
6628,01
6625,01
6012,02
6407,01
6642,01
6643,01
6168,01
6644,02
6005,11
