zespol,slupek
7043,02
4214,01
4092,02
7018,05
4092,04
4047,02
5041,02
4045,06
R-13,99
R-11,99
7050,02
5040,01
5097,01
7046,02
4046,02
4093,02
7050,01
4051,02
7052,03
R-13,00
4093,01
5042,02
4214,02
4094,01
4284,01
R-11,00
7045,02
4094,02
5096,01
7014,03
7018,06
7054,03
5096,02
4284,04
7088,05
4048,01
4283,01
4046,01
4199,01
7048,02
7044,01
4051,01
4283,02
5039,01
4258,04
5097,02
7044,02
5039,02
5040,09
4101,03
4336,02
5043,05
7046,01
4101,02
7045,01
7088,06
7051,02
4283,03
4048,04
5043,51
4047,01
4045,02
4336,01
5042,01
7014,04
4199,02
7048,01
5040,02
7043,01
