zespol,slupek
4200,01
2259,02
4201,02
2112,02
2008,10
2130,02
7006,02
2267,01
2100,01
4032,01
2096,02
4036,02
2113,01
2267,02
2397,01
4035,01
7076,02
R-10,00
R-10,98
2098,02
2112,01
7037,55
7009,02
7009,01
R-11,99
2266,02
7076,01
4122,02
R-11,00
2130,01
2113,04
2111,01
4031,01
4040,71
4032,02
4036,01
2110,02
7071,02
2111,02
4034,02
2097,02
2266,01
2108,71
2096,01
2098,01
2097,01
7093,05
4034,01
4202,02
4037,01
7037,06
4202,01
7093,06
2008,09
4039,01
2268,02
2008,08
4031,02
2109,04
4038,02
2268,01
4030,02
7071,01
2110,01
4029,03
4030,01
4033,02
4037,02
2100,02
4039,02
7006,01
4122,01
4038,01
4035,02
4033,01
2109,03
4203,02
2397,02
4348,01
4029,01
2259,01
