zespol,slupek
3280,03
3114,06
3266,01
3466,02
3342,01
3290,01
3134,01
3270,01
3116,01
3013,04
3102,02
3136,02
3246,01
3292,02
3433,02
3240,05
3282,01
3268,02
3114,02
3102,01
3400,03
3266,02
3248,03
3015,02
3404,02
3104,01
7093,02
3115,01
3202,01
3230,01
3260,04
3343,03
3112,01
R-07,99
3270,02
7002,27
3271,04
7094,01
3228,01
3013,01
3282,02
3248,04
3241,01
3231,01
3136,03
3242,05
3014,02
3258,01
3142,03
3267,01
3466,01
3259,01
3228,02
3281,03
3420,01
3112,03
3433,01
3259,03
3231,02
3290,02
3232,01
3246,02
3291,01
3241,06
3281,04
3258,02
7090,02
3134,02
3115,02
7094,02
3280,04
3269,02
3289,02
3242,02
3113,02
3013,02
3420,02
3343,01
3240,06
7093,01
3271,03
3289,01
3229,02
3232,02
3113,01
3015,03
3116,02
3230,02
7002,05
7090,01
3260,01
3268,01
3202,02
3291,02
3142,04
3229,01
3292,03
3269,01
3267,03
3014,01
