zespol,slupek
3026,53
3001,58
2188,01
2207,02
2249,02
3234,01
2030,02
2033,02
3286,02
2215,02
2247,01
3060,04
3084,54
2028,02
3308,02
3324,02
3084,53
2207,01
R-07,00
3325,02
2264,01
3105,02
2208,01
3088,02
2190,04
3480,51
2031,02
2037,03
2209,04
3234,54
2249,01
2039,10
2033,01
2265,02
2438,01
2039,04
3237,02
2028,01
3324,01
3228,02
3308,01
2205,02
3088,01
3323,01
3234,02
3125,02
3086,53
R-10,98
2030,01
2438,02
3325,04
2038,04
3286,06
3087,01
2265,01
R-10,99
2039,03
2031,01
3002,04
2215,01
2206,01
2029,02
2206,02
2034,01
2189,02
R-10,90
3235,01
2190,01
2038,03
2208,02
3087,02
2188,04
3060,03
2037,05
2029,01
R-10,00
3026,52
3084,51
3086,02
2247,02
2209,02
R-07,99
3323,02
2264,02
3001,01
3084,02
3086,01
2189,01
