zespol,slupek
2014,02
2023,02
2020,01
2329,01
2018,02
2325,02
2017,01
2008,23
2023,01
2292,02
2017,02
2475,02
2380,02
2015,06
2383,01
2384,01
2326,02
2016,01
2297,01
2474,02
2382,02
2295,01
2294,02
2291,01
2015,03
2293,01
2326,01
2012,01
2019,01
2010,01
2298,02
2013,01
2295,02
2011,01
2381,02
2381,01
2021,01
2325,01
2014,01
R-10,99
2328,02
2015,01
2383,02
2380,01
2294,01
2013,02
2328,01
R-10,90
2019,02
2329,02
2478,02
2293,02
2292,01
2291,02
2296,01
2010,02
2021,02
2384,02
2478,01
2297,02
2298,01
2011,02
2008,14
2382,01
2020,02
2469,01
2431,01
2012,02
2474,01
2296,04
2469,02
2018,01
2475,01
R-10,00
