zespol,slupek
6059,05
7088,04
7089,03
3240,10
6027,04
7094,04
R-04,99
R-03,00
7083,05
6039,07
6039,08
3286,04
6024,03
6059,06
6058,02
6042,03
3228,04
7091,09
7090,03
6024,04
6059,08
6059,15
3118,71
3118,01
6041,03
3238,03
6027,03
7093,04
3240,04
6045,03
6059,16
7085,09
3118,02
7083,06
6045,04
7091,06
6026,04
3238,04
6061,06
3286,03
7091,05
6061,07
6042,04
R-03,99
7084,05
7093,03
3228,03
3237,03
7085,10
R-04,00
7084,06
7086,04
7089,04
6041,04
6040,03
7090,04
7002,10
3239,03
7088,03
7002,09
7086,03
7082,05
6043,03
6040,04
6046,03
6046,04
6025,03
3237,04
3239,04
6043,04
6026,03
7091,10
7094,03
6058,01
6025,04
7082,06
6045,06
