zespol,slupek
6075,03
6006,06
3254,11
6014,04
3007,06
6061,05
1007,01
1009,02
6005,04
7018,08
3005,05
3001,05
7099,04
1009,01
1012,03
3243,03
3116,03
7053,01
3116,04
3003,06
7013,08
3240,07
6001,04
3007,03
3240,10
7055,04
7019,06
6002,04
6004,03
3251,02
3001,06
7016,08
6010,03
6010,04
1006,04
7017,05
3242,04
3250,03
6007,03
1164,03
7011,06
3241,03
6061,08
7012,04
7018,07
3243,04
6003,10
6002,03
1012,04
6003,11
1010,03
3242,03
3002,05
3004,04
7015,06
1011,03
7053,02
7054,04
7054,05
3007,05
3115,03
6008,03
1013,07
3003,05
3114,03
1007,02
3115,04
6014,03
3007,04
1008,03
6013,04
R-04,00
1011,04
6007,04
7017,06
R-03,00
R-03,99
3004,03
7014,05
3114,04
7015,05
1006,03
R-04,99
7019,05
1008,04
7010,04
6003,12
6013,03
7016,07
7080,01
1010,04
3254,14
7099,03
6011,04
7010,03
3240,03
7012,03
6006,05
7013,07
3241,04
3006,06
6075,04
3480,02
6001,03
6011,03
3250,04
7055,03
7014,06
1013,08
7011,05
3006,05
6005,05
1164,04
3251,01
6008,04
3005,06
