zespol,slupek
1054,02
R-11,00
1059,02
5025,01
5108,01
5002,02
1052,02
5030,01
1163,02
5034,03
1279,01
1059,01
1003,02
5033,01
1053,02
5049,02
1055,01
7099,10
5049,01
7099,09
5034,01
1301,01
5059,02
5026,02
1053,01
1052,01
5020,02
5032,02
5060,02
1221,02
5047,02
5003,10
5020,01
5108,02
5031,01
1003,04
5050,03
7047,01
5050,71
5031,02
5059,01
7085,02
1258,02
5109,01
5058,02
R-13,00
1057,02
5050,01
7085,01
5048,02
1056,02
5033,02
1060,04
5024,02
5032,01
5194,02
5030,03
1279,02
1055,02
1060,01
1058,02
5002,01
5058,04
5003,01
5028,05
5100,02
1056,01
5030,02
5103,01
5103,02
5104,01
1057,01
5028,06
5028,01
5025,02
5105,01
R-13,99
5048,01
5028,02
1234,01
1054,01
1058,01
5104,06
5100,01
5047,03
1235,01
R-11,99
5109,02
5024,01
5026,01
1003,03
7047,02
5060,01
1163,01
