zespol,slupek
2143,02
2097,05
2144,01
1231,01
2155,01
2140,02
2146,01
2147,01
2144,02
2154,01
R-10,99
2097,04
1231,71
2143,01
2148,02
2146,02
R-10,98
2147,02
2145,01
2148,06
1231,02
R-10,00
2145,02
