zespol,slupek
3120,05
3329,01
3016,01
4269,02
3022,04
4269,04
3133,03
4274,01
3293,02
3292,02
4270,03
4819,01
3025,02
3021,02
4182,01
3018,01
4273,01
4182,04
3022,02
4330,02
3131,01
4271,02
4182,03
3016,02
3020,01
3019,02
3020,02
3132,04
4253,02
3120,07
3328,01
3332,02
3424,02
3291,01
3024,01
4329,02
3465,02
4818,03
3015,03
3019,01
4818,01
3132,02
4270,02
3015,01
3127,01
3293,01
3424,01
3017,02
3292,03
3134,04
3017,01
4271,01
3127,04
3420,01
3420,02
4331,02
4329,01
4253,01
4819,02
3018,02
3327,01
3328,02
3291,02
4135,02
3332,01
4330,01
3120,08
3025,01
3021,01
4135,01
3465,01
4273,02
3134,02
3024,02
3329,02
4331,01
3131,02
4274,02
