zespol,slupek
7071,02
2015,03
2097,01
R-07,00
7076,02
2088,01
2008,09
2130,02
7037,06
2081,01
4122,02
2012,02
2100,02
2098,01
R-10,90
2098,02
2011,02
2083,01
2262,01
2013,02
2087,02
2008,10
R-10,98
4029,03
R-07,99
2086,01
2014,02
2081,02
2059,02
7093,06
2059,01
2086,02
2058,02
2087,01
2096,02
2012,01
2015,01
7009,01
7037,55
2015,06
2010,02
4122,01
2262,02
2014,01
2100,01
7076,01
2011,01
2067,01
7093,05
4029,01
2008,23
7006,01
R-10,99
7006,02
4029,55
2008,22
2130,01
2013,01
7071,01
7009,02
2058,01
2082,01
2263,01
2082,02
2088,02
2083,02
2015,04
2067,04
2263,02
2010,01
2096,01
2097,02
