zespol,slupek
1189,01
1464,01
1184,01
1185,02
1184,02
1187,02
1366,02
1192,01
1026,02
1227,03
1230,01
1013,10
1013,02
1228,04
1013,01
1021,01
1016,02
1027,02
1021,02
1188,01
1192,02
1026,01
1196,02
1186,02
1302,03
1019,01
1027,01
1227,04
1193,01
1197,01
1020,02
1188,04
1019,02
1022,02
1230,04
1022,01
1020,01
1025,02
1017,01
1190,04
1024,01
1189,02
1024,02
1018,01
1190,01
1014,01
1254,01
1193,05
1025,01
1018,02
1015,01
R-13,99
1947,11
R-13,00
1196,01
1023,02
1016,01
1186,01
1187,01
1017,02
1023,01
1185,01
1254,02
1228,02
1015,02
1310,04
1366,01
