zespol,slupek
3090,01
3091,01
3080,01
7071,05
7034,02
R-07,00
7099,01
5157,03
7073,01
7035,03
7024,01
7033,03
7074,02
5155,01
7074,01
7016,02
7075,01
R-07,99
7014,01
3079,04
7035,02
7071,06
3325,02
3062,02
7013,04
3060,01
7015,02
3085,52
7034,01
7013,15
3089,02
5154,03
7014,02
7016,03
R-13,00
7015,01
7038,03
3090,02
7073,02
3058,54
7099,02
3085,01
7038,04
3086,02
R-13,99
3089,01
3087,02
3087,01
3061,02
3057,01
7075,02
5154,04
3062,03
5166,02
3091,02
3058,02
7082,03
3086,01
3325,01
7039,01
7024,02
3060,03
3325,04
7082,04
7039,02
3088,02
3057,02
3084,53
7033,04
3088,01
3084,54
3080,04
3086,53
