zespol,slupek
6129,03
4006,06
5069,06
4119,04
5028,03
1253,09
4045,06
1020,01
5043,05
5096,02
5114,02
R-11,99
1219,01
4113,02
5097,01
4119,01
1253,01
1219,02
5114,01
1195,02
6042,05
1256,02
1019,02
1020,03
4154,02
5096,01
5007,05
1018,02
5097,02
4005,06
4005,05
1015,02
4108,02
4045,03
1298,01
1195,01
1277,01
4045,02
4154,01
4108,01
1014,01
1253,02
1298,02
5116,02
1019,01
4006,05
5007,06
1015,01
6129,04
6133,03
1277,02
5043,06
1256,01
5069,05
6042,06
6133,04
1017,01
R-13,00
R-11,00
1017,02
1018,01
5028,04
5116,01
1016,01
6075,06
4045,04
6075,05
R-13,99
4107,01
1016,02
