zespol,slupek
5065,02
5073,04
6057,03
4119,04
6057,04
5096,02
6097,01
4044,02
4045,05
6059,01
5107,02
5096,01
5019,02
5161,01
5008,05
5044,02
5043,05
R-11,00
6055,01
6055,02
4044,01
6059,24
5062,01
4154,04
6046,06
5020,02
5107,01
5043,02
5101,01
6023,03
5161,02
5106,03
5064,01
5106,01
5008,06
5062,02
6046,05
6023,04
5074,03
6047,02
4043,05
5044,01
R-11,99
5101,02
6055,04
5074,04
4338,01
5073,06
4043,06
5065,01
6055,05
6047,01
6097,02
4119,01
6059,03
5072,04
5097,01
4045,06
5072,03
5030,06
5064,04
5030,05
4154,03
5019,01
5097,02
