zespol,slupek
7086,01
1210,02
1075,01
1056,02
1210,01
7054,01
1136,01
1065,01
1398,02
7083,02
7084,01
1388,02
7019,04
1851,01
1594,01
1006,12
7091,01
1142,01
1059,02
1057,02
1487,02
1582,01
1222,02
1138,01
1143,01
1142,02
1491,02
1139,03
1164,02
7001,02
7081,02
1342,02
1342,01
1064,02
1864,02
1209,03
7054,02
7084,02
1778,02
1473,01
1732,01
1960,01
1137,01
1006,02
1391,01
7085,08
1006,01
1677,01
7086,02
7002,21
1495,02
7082,02
1077,01
1474,02
1707,01
1393,01
1209,04
1136,03
1767,01
1211,01
7091,03
1138,03
1593,01
1860,01
R-13,99
1398,01
1489,02
1060,03
1343,03
1140,01
7085,07
1488,02
1211,02
7083,01
1075,02
1852,02
1057,01
7019,03
1389,02
1065,02
1337,01
7088,01
1139,02
1714,02
1731,01
1400,04
1304,02
1591,01
1058,02
1056,03
1140,03
1077,02
1473,02
1474,01
1940,02
1304,01
1390,02
7081,01
1058,01
1397,01
1164,01
1396,01
1222,01
1344,02
1060,01
7082,01
1064,03
1143,04
7088,02
1059,01
1743,01
1137,02
