zespol,slupek
7002,29
5110,02
5136,01
5005,05
5067,02
5074,04
5073,06
5074,03
5071,01
5039,01
R-10,00
5067,05
R-11,99
5163,04
5026,03
5080,02
5042,02
5068,01
5025,04
5040,02
R-11,00
5072,02
5069,02
5070,01
5066,02
5080,01
5040,01
7088,06
5110,01
5039,02
5042,01
5054,02
5050,03
5053,02
5106,02
5050,04
5071,02
5072,01
5082,02
5112,01
7002,25
5069,01
5054,01
5079,02
5093,02
5135,02
5070,02
7002,04
5055,02
5063,03
5055,01
5041,02
5083,01
5147,01
5081,01
5093,01
5079,01
5005,06
7088,01
5073,04
5068,02
5053,01
5163,02
5106,03
5041,01
5063,04
5081,02
