zespol,slupek
4093,02
4047,01
4116,01
4048,02
7013,03
4100,01
4045,02
4043,04
4048,01
4218,02
4091,01
4116,02
4337,02
4043,03
4003,02
4110,01
4047,02
R-11,99
4123,02
4125,02
4220,02
4051,01
4210,01
4091,02
4090,01
4046,01
4221,01
4210,02
4093,01
4044,02
4090,02
4125,01
4049,04
4095,01
4094,01
4098,02
4110,02
4121,01
4343,52
4049,01
4121,06
4099,01
4052,01
7002,02
4211,02
4219,01
4099,02
7001,02
7013,06
4001,04
4209,02
4003,01
4221,04
4094,04
4092,03
4045,05
4207,51
4123,01
4052,02
7014,03
4211,01
4218,03
4092,04
4046,02
4209,01
4219,02
4217,15
4001,03
4044,01
4095,02
7002,14
4051,02
