zespol,slupek
2915,02
2917,02
2902,01
4905,01
5909,02
4904,02
4923,02
2908,01
4902,02
4901,02
2921,02
2904,02
2916,02
2908,02
4905,02
2921,01
2902,02
2906,02
2900,01
4900,01
2916,01
2901,01
2909,01
4901,01
7902,02
2903,02
2918,03
2915,01
5909,01
2907,01
2905,02
7901,01
2904,01
4902,01
4903,02
4900,02
4904,01
2901,02
2906,01
2909,02
2907,02
2900,02
7902,01
2917,01
2905,01
4903,01
2903,01
4923,01
7901,02
