zespol,slupek
4207,51
R-13,00
7077,01
4211,01
7070,01
7013,15
7070,02
7069,01
R-10,00
7033,02
R-13,99
7092,01
4051,01
4001,03
4047,02
4090,01
4100,01
4220,02
7013,06
4099,01
4343,52
4221,03
R-10,99
4094,01
4123,01
4123,02
R-11,00
7076,03
R-11,99
4116,01
4095,02
7013,01
4125,01
4092,04
4047,01
7002,01
7069,04
R-07,99
7076,07
4116,02
4049,04
4044,01
7040,04
4211,02
4090,02
4125,02
4001,04
R-07,00
4095,01
4218,02
4110,01
4003,02
4337,02
4221,02
4098,02
4051,02
4048,01
7076,06
4218,03
4003,01
4048,02
7040,03
4100,02
4110,02
7002,02
7033,01
4221,01
4044,02
4094,04
4092,03
4049,01
4219,02
4219,01
7071,04
4099,04
