zespol,slupek
7085,10
1277,05
7091,09
7082,06
6006,06
1947,03
6039,03
6011,03
7090,03
7093,03
7091,10
3242,04
6014,04
7093,04
6005,71
6094,03
1256,05
7083,05
7088,04
3251,01
7084,05
3251,02
1253,06
1469,04
1947,05
3241,04
6075,03
1521,02
1122,03
6061,05
7091,06
6007,04
1406,05
3239,03
1507,02
7088,03
1469,03
1195,05
3228,04
1507,71
3240,04
6006,05
3118,02
7091,05
1521,01
3118,01
3238,03
R-03,00
3250,04
7089,04
6010,03
7089,03
R-04,00
3240,10
6094,04
7002,09
6039,04
3237,03
7083,06
7094,03
6007,03
1947,04
6005,04
3250,03
6075,04
1253,05
6013,03
3240,03
7094,04
3286,03
1406,06
6008,03
R-04,99
3254,12
3228,03
6013,04
7090,04
3237,04
7084,06
1195,06
3286,04
R-03,99
1507,01
1277,06
3241,03
6005,03
7085,09
1122,04
3254,13
1298,05
1256,06
3242,03
7002,10
3243,04
6010,04
3254,11
7086,03
6061,08
6014,03
3239,04
1298,06
3243,03
6008,04
3238,04
7082,05
6011,04
7086,04
