zespol,slupek
3013,01
3438,01
3019,02
3012,01
3021,01
3009,12
3018,01
3012,02
3017,01
3346,02
3160,02
3023,02
3352,01
3348,01
3023,01
3018,02
3014,02
3345,03
3446,01
3344,02
3020,01
3440,02
3438,02
3015,01
3349,02
3011,02
3795,01
3344,01
3275,01
R-07,00
3348,02
3347,01
3022,01
3016,01
3019,01
3015,02
3009,02
3016,02
3439,02
3437,01
3439,01
3437,02
R-07,99
3160,03
3795,02
3009,18
3009,17
3275,02
3013,02
3020,02
3021,02
3014,01
3346,01
3347,02
3345,01
3009,11
3352,02
3017,02
3440,01
3011,01
3022,02
