zespol,slupek
6049,02
6103,01
5158,02
6035,04
6093,02
5159,01
1145,02
1528,01
7019,04
6131,02
1145,01
6047,04
6129,01
6015,02
1006,02
1152,04
6047,03
1153,02
6100,03
7081,01
5158,01
1077,02
6036,01
1143,02
1528,02
1146,08
6069,01
1077,01
6069,02
6071,02
1142,01
6015,04
1006,01
7091,03
1153,01
6048,02
6027,02
6048,01
1144,02
6103,02
1152,01
6016,01
6093,01
6131,01
6071,01
6059,01
7081,02
6129,02
6069,06
6132,01
1144,01
1147,02
6132,02
1143,01
6069,04
7019,03
6035,03
6016,02
1142,02
6026,05
1146,02
1147,04
6036,02
6049,01
5159,02
6026,02
1146,01
6059,03
