zespol,slupek
6145,01
6033,01
6006,03
6124,02
6122,01
6121,02
6031,01
6124,01
6135,01
6029,02
6116,01
6120,04
6028,02
6048,03
6030,02
6059,03
6126,01
6126,02
6135,02
6120,01
6075,01
R-13,00
6057,01
R-11,99
6211,02
6027,01
6033,02
6117,02
6059,19
6050,02
R-11,00
6139,01
R-13,99
6117,01
6028,01
6118,02
6059,01
6122,02
6123,01
6118,01
6032,02
6120,02
6030,01
6119,01
6127,01
6119,03
6026,08
6140,01
6146,02
6024,01
6020,01
6026,02
6057,04
6025,01
6005,01
6125,02
6050,01
6021,01
6123,02
6031,02
6027,02
6029,01
6146,01
6140,02
6023,01
6121,01
6125,01
6026,01
6032,01
6119,02
