zespol,slupek
1005,06
1002,01
2008,22
1017,02
3031,52
3325,02
2146,04
2147,02
3094,02
1015,02
1219,01
2149,01
3298,01
2124,01
1015,01
2149,02
3093,01
1020,03
1947,01
1253,02
2006,02
1014,01
2003,01
2002,01
1066,06
2003,02
3039,02
1011,01
1008,02
R-10,00
3308,01
1053,05
1298,01
1003,01
1005,08
1067,01
1017,01
3324,02
2205,04
2001,04
2148,09
1195,01
2107,01
2107,02
1006,09
1019,01
1001,88
1010,01
1001,08
3032,52
1011,02
1277,01
3060,03
2205,03
1256,01
2005,02
3127,04
3324,01
1018,02
3098,02
3030,01
3060,04
1298,02
2004,02
2002,02
2010,02
1013,02
2011,01
1277,02
1016,01
2006,01
3094,01
3030,54
1007,04
1195,02
1019,02
1253,01
2102,05
3120,08
1406,01
1066,05
1067,02
1028,04
2004,01
3098,01
1052,01
2005,01
1013,01
1066,01
2001,03
1012,02
1006,10
3120,05
3323,02
1016,02
3033,51
1199,01
R-10,98
1005,07
1001,01
1947,06
3308,02
2011,02
2250,02
1020,01
1001,07
2362,02
2146,01
2008,01
1012,01
2102,04
2124,02
3120,07
3039,01
1010,02
1199,02
1003,02
1008,01
1028,06
2147,01
1005,05
1007,03
1277,07
1256,02
1018,01
2010,01
2148,06
3323,01
1053,01
1002,02
3093,02
3325,01
2362,01
1406,02
3127,02
1219,02
3032,01
