zespol,slupek
3456,02
3138,04
3292,01
3208,01
3420,01
3130,01
3291,01
3122,03
3299,03
3281,01
3131,01
3132,02
3131,04
3195,04
3146,01
3200,04
3282,02
3136,02
3291,02
3280,02
3138,03
3194,01
3199,01
3299,04
3280,01
3281,02
3132,03
3146,02
3282,04
3454,02
3203,01
3139,04
3400,02
3122,01
3127,04
3120,05
3129,02
3136,04
3284,02
3134,01
3120,08
3134,02
3203,04
3129,01
3195,01
3456,01
3200,02
3420,02
3190,02
3190,01
3292,03
3207,02
3284,01
3194,02
3283,01
3120,07
3283,02
3128,02
3207,01
3139,03
3454,03
3208,02
3130,02
3127,03
