zespol,slupek
5063,07
5067,04
5077,04
5003,04
5035,03
6061,07
R-02,99
1028,15
6027,04
6042,03
1028,02
6026,03
6047,05
5003,08
5070,01
6041,03
5067,03
1003,08
1006,05
5087,04
5069,03
6039,08
6039,07
1001,06
6040,03
5072,02
6059,06
6027,03
5065,06
R-02,00
6046,03
5061,04
5025,03
5072,01
6024,03
5066,01
6026,04
7081,04
1001,04
5065,05
5062,06
1003,07
1006,04
1002,03
5074,02
1004,01
1006,03
1005,03
6041,04
R-04,00
5034,06
5086,03
5038,03
7019,08
7081,03
R-04,99
6046,04
5074,01
6059,08
5063,05
1005,04
R-01,00
1164,03
5035,04
1028,71
5159,04
5064,06
5063,06
1004,02
7055,03
5071,02
7091,09
5068,03
1468,01
5084,01
6046,08
6061,06
1030,02
5086,04
1028,01
6047,06
5071,01
7054,05
5025,04
5066,02
5070,02
5050,13
6024,04
5077,03
5106,05
6025,03
7091,10
5004,03
5004,04
5106,06
5062,05
7054,04
5034,08
6040,04
1006,06
5087,03
6059,05
5069,04
5161,03
5061,03
5064,05
6058,01
5084,02
6045,04
5073,01
6059,16
5073,02
R-01,99
6045,03
1029,02
5161,04
7019,07
7091,07
5068,04
1002,04
6043,04
6043,03
6042,04
6058,02
7055,04
1164,04
5085,02
5161,06
5159,03
6025,04
