zespol,slupek
3245,01
3282,04
3298,01
3241,02
3228,02
3133,03
3243,05
3195,02
3245,02
3284,01
3244,02
3267,71
3203,01
3243,06
3127,03
3298,02
7002,05
3129,01
3247,01
3234,01
3237,01
R-07,99
3012,03
3241,01
7090,01
3286,06
3235,01
3012,04
7094,02
3244,01
3237,02
3400,03
3127,02
3239,01
3195,04
3299,02
3203,04
3299,01
3283,01
7093,01
3284,02
3134,03
3242,01
3131,02
3130,01
3129,02
R-07,00
3300,02
3134,04
3333,03
3242,02
7093,02
7090,02
3240,01
3300,01
3199,01
3140,04
3128,02
3390,01
3140,01
3238,01
3286,01
3131,04
3247,02
3130,02
7002,27
3240,02
3283,02
3333,01
3390,02
3239,02
7094,01
3238,02
3282,02
