zespol,slupek
3240,07
3007,04
3006,05
7088,03
3004,03
3008,04
5042,06
7005,02
5005,04
7010,04
3011,07
3001,06
7089,04
5039,04
7002,10
3007,03
3002,05
3115,04
3001,05
3480,02
3240,10
3005,06
7080,01
3006,06
3003,05
3115,03
5006,03
3012,07
3009,06
5006,04
3005,05
5007,03
3114,03
5038,03
5040,08
3010,03
5007,04
7088,08
5041,03
3010,04
3114,04
3003,06
5039,03
3008,03
3007,05
5041,04
3116,04
7006,04
5005,03
5038,04
7089,03
7090,06
7002,09
3009,05
3011,08
3116,03
3004,04
7090,03
5042,05
R-03,99
7006,03
7005,01
3007,06
R-03,00
5040,07
