zespol,slupek
4095,02
4183,03
5192,03
5062,03
5054,01
5049,02
4216,06
4224,05
5050,02
4259,01
5046,02
5064,04
4262,02
5055,01
5163,02
5161,12
5110,01
5214,02
4255,04
4216,05
4131,01
5064,03
5052,01
4224,06
5062,02
5045,02
5050,03
5063,04
5063,03
4131,04
5048,02
5055,02
4129,04
5053,01
5106,01
4284,01
4129,03
5046,01
4183,02
5049,01
4336,01
4255,02
5102,01
5047,01
4262,01
5107,02
4184,01
5045,01
R-11,00
5050,71
4125,02
5106,02
4095,01
4327,51
5047,02
4258,04
4327,02
R-11,99
5163,01
5102,02
5052,02
4184,02
5214,01
5051,02
5107,01
5192,04
5051,01
4327,71
5050,01
4183,01
4336,02
5048,01
5110,02
5053,02
4125,03
4237,04
5054,02
