zespol,slupek
2002,01
2415,02
2417,01
2127,01
2005,02
2001,04
2006,08
2004,02
1052,01
2107,01
1305,02
1076,02
2418,01
2415,01
1071,01
1305,01
2102,04
1003,04
1074,02
2005,01
2003,01
2101,04
2004,01
1076,01
2130,03
2109,02
2416,01
1231,12
2250,02
1075,02
1005,07
1002,06
2006,01
2417,02
2011,08
2362,02
2002,02
1292,01
1005,11
2362,01
2003,02
2108,03
1070,02
2101,03
1003,01
2129,01
1231,11
2416,02
2129,02
2108,71
1070,01
2001,09
1053,01
2102,05
1562,52
2011,05
2006,07
1562,01
2107,02
2108,05
1052,02
2130,04
1005,08
2109,01
