zespol,slupek
2103,02
2313,01
3085,01
2149,01
3058,54
3239,01
3238,01
3308,02
3427,01
3240,02
3125,01
3239,02
3428,02
3026,52
R-07,00
3026,53
2124,01
2102,02
2102,05
3229,02
3228,02
3237,05
3428,01
3234,54
3240,06
3323,02
3237,01
2104,03
R-07,99
3258,02
3257,01
3480,51
R-10,98
3001,01
3085,52
3427,02
3105,02
3002,04
3084,51
2313,02
3256,01
3258,01
2146,04
3238,02
3390,02
3256,02
3323,04
3125,02
3058,03
2250,02
2149,02
2105,02
3228,08
2146,03
3390,01
3001,58
3308,01
3229,04
R-10,00
3084,02
2103,01
2124,02
