zespol,slupek
4121,06
4046,02
4262,02
4337,02
7071,02
4047,01
7037,06
4122,01
4218,01
4049,04
3065,02
4116,02
4121,05
7006,02
4051,01
4220,02
3060,02
3057,01
4221,06
4254,01
4337,01
7009,02
7074,02
4047,02
4205,02
4123,01
3057,02
4048,02
4090,01
4029,03
4211,02
3064,02
3063,02
4217,05
7037,55
4116,01
7073,02
3063,01
7093,05
4051,02
4255,01
4343,01
4211,01
4220,01
4217,11
7074,01
3058,01
4091,02
4043,03
3065,06
R-11,00
R-11,99
4205,01
4228,02
R-07,99
4046,01
4221,02
4122,02
4228,01
4096,01
4217,04
4254,02
7075,01
4090,02
3059,02
4123,02
4343,04
4096,02
4045,02
4093,01
4217,12
7006,01
3059,01
4092,03
4091,01
R-07,00
7071,01
4218,03
3058,02
4045,05
4044,02
4048,01
7009,01
4044,01
7093,06
3060,01
4029,04
4043,04
3061,02
4049,01
4255,04
4092,04
3062,01
4262,01
4093,04
4221,71
7073,01
3064,01
