zespol,slupek
1351,02
1093,01
1096,01
1288,02
1093,02
1095,06
1094,01
1172,02
1296,03
1294,52
1251,01
1095,02
1094,02
1277,09
1097,01
1091,06
1560,01
1290,01
1125,02
1095,01
1020,03
1346,51
1172,01
1092,04
1124,02
1097,03
1318,01
1295,01
1089,05
1124,01
1174,01
1256,03
1526,01
1250,02
1096,04
1291,01
1438,01
1171,01
1289,02
1288,04
1170,01
1519,02
1018,01
1277,08
1125,01
1685,02
1293,01
1288,03
1289,01
1089,02
1091,04
1097,04
1092,02
1294,01
1226,02
1349,52
1251,02
1346,02
1170,02
1095,05
1097,05
1256,01
1250,04
1526,02
1560,02
1019,02
1519,01
1173,01
1019,01
1017,04
1219,01
1226,01
1173,02
1096,02
1219,02
1290,54
1174,04
1288,01
1090,03
1277,11
1017,02
1018,02
1020,01
1318,02
