zespol,slupek
6059,71
5124,02
5124,01
6155,01
5118,01
5120,53
5112,01
6059,03
5042,02
6010,02
6070,02
6091,01
5122,01
5026,04
6045,08
6009,01
6012,01
5125,01
6021,03
5041,52
5211,02
5026,03
6221,02
6093,01
6009,02
5005,06
6012,02
6052,03
6132,01
6010,01
5211,01
5067,06
6129,01
6057,04
5119,01
6131,01
6057,02
5067,05
6090,01
6155,03
6013,05
6021,04
6129,02
6070,01
6011,02
5112,02
6008,05
6131,02
6045,07
6013,01
6011,01
5123,02
5123,01
5122,02
6090,02
6052,04
5125,02
6059,01
6093,02
6008,06
5005,05
6091,02
