zespol,slupek
R-13,99
1125,01
1443,02
6133,03
R-19,00
1694,01
1442,02
1266,01
1445,01
1269,02
1270,01
1478,01
1015,01
1128,02
1363,02
1275,02
1275,01
1095,03
1134,02
1267,01
1133,01
1274,02
1131,01
1013,01
1135,02
1017,01
1132,02
1095,05
1266,02
1132,01
1446,02
1439,02
6005,15
1272,01
6075,01
1268,01
1129,01
1442,01
1016,01
1130,01
6075,06
1124,02
1478,02
1272,02
1200,01
1125,02
1362,01
1017,04
1200,02
1274,01
1271,01
1445,02
6005,11
1363,01
1127,02
R-13,00
1095,06
1276,01
1362,02
1013,02
1127,01
1273,02
1270,02
1692,02
1364,01
1130,02
1128,01
1360,01
1441,01
1365,01
1694,02
1135,01
1441,02
1265,01
1361,02
6005,12
1693,02
1133,02
1440,02
R-19,99
1297,02
1273,01
1360,02
1267,02
1265,02
1271,02
1126,01
1446,01
6075,05
6133,04
1439,01
1016,02
1123,01
1014,01
1134,01
1694,71
1361,01
1123,02
1015,02
1443,01
1126,02
1269,01
1095,04
1297,01
1124,01
1364,02
1268,02
1129,02
1440,01
1693,01
1131,02
