zespol,slupek
7002,07
7090,05
1086,03
7094,03
4002,02
7033,05
1077,04
3239,04
1028,02
3239,03
1001,06
1082,02
4003,10
7002,08
4003,07
4028,03
4028,04
3228,03
4004,04
R-02,00
4121,04
1066,03
1071,02
7003,03
1003,07
1029,02
4108,03
4004,03
1001,03
1084,02
4005,07
R-03,99
3240,10
1003,08
7013,10
2001,05
1002,04
4108,05
7033,06
3238,03
R-03,00
7094,04
4153,01
1083,04
2131,05
3286,04
7013,09
4001,05
7041,06
2131,07
R-02,99
2131,08
1080,03
1082,01
1087,04
1083,03
1001,04
4001,06
1079,04
1079,03
7003,04
2001,07
4003,13
1002,03
4005,03
1085,01
3118,01
3240,04
4052,04
4003,14
3118,02
1084,01
1080,04
4002,01
3237,04
4052,03
2131,09
1066,04
3286,03
7090,04
7093,04
1078,04
4003,09
7093,03
4153,02
1086,04
4121,03
7041,05
1028,01
3228,04
1030,02
3237,03
4003,08
1077,03
1078,03
3238,04
1085,02
1071,01
