zespol,slupek
5065,02
5058,04
5064,02
5077,02
5064,04
5050,03
6047,03
6078,02
5106,01
6098,01
R-19,99
5050,01
6078,01
R-13,00
6077,01
6091,02
R-13,99
6088,02
6003,03
5214,02
5050,53
5109,02
6129,02
5060,01
5059,02
6080,01
6047,01
5065,01
5102,02
6082,01
5063,03
6082,06
5109,01
6081,01
5050,71
6076,02
6003,04
6155,03
6129,04
5034,03
6082,02
5108,02
5034,04
5108,01
5062,03
5107,02
5064,03
5106,02
6003,09
R-19,00
5061,01
6076,01
5062,01
5048,01
5047,03
6132,01
5059,01
6079,02
6129,01
6081,02
6093,02
6131,02
5102,01
5064,01
6088,01
5047,02
6093,01
5063,01
R-11,99
5049,01
5058,02
6079,01
5107,01
6003,06
5048,02
6098,02
6040,05
5214,01
6040,06
5060,02
6129,03
R-11,00
6080,02
6094,05
6094,06
5077,01
5061,02
6131,01
6155,01
6132,02
5049,02
6091,04
