zespol,slupek
5046,02
5074,03
5072,02
5054,01
5070,02
5045,02
5052,01
5163,02
5026,03
5005,06
7088,06
5039,01
5192,04
5066,02
5040,02
5073,06
7002,29
7002,11
5051,02
5040,01
5053,02
5050,71
5050,02
5163,01
5049,01
R-11,99
5052,02
5050,01
5069,02
5048,02
5110,01
5051,01
5042,01
7088,05
5042,02
5041,02
5039,02
5067,02
5110,02
7001,01
5192,03
R-11,00
5005,05
5054,02
5071,02
5055,01
5068,02
5025,04
5106,03
5068,01
5069,01
5072,01
5067,05
5070,01
5071,01
5063,03
5046,01
5055,02
5047,01
5112,01
5063,04
7001,03
5074,04
5048,01
5073,04
5049,02
5047,02
5041,01
5106,02
5045,01
7002,04
5053,01
