zespol,slupek
4037,02
7073,01
2011,01
4012,01
3085,01
7075,03
3326,01
R-07,00
4014,01
3057,02
3255,02
2130,01
3117,01
4084,01
2011,02
3117,02
3231,03
3126,01
R-10,98
R-11,99
3231,04
4348,01
2010,01
2130,02
4015,18
2106,02
7076,03
2096,02
R-07,99
3239,05
2008,09
2010,02
4036,02
2098,01
7075,01
7073,02
2362,02
2008,10
3005,02
3085,52
2105,04
3239,06
2100,02
4011,02
3027,52
2098,02
3057,01
4035,01
4033,03
4037,04
4012,02
2100,01
4035,02
R-11,00
7074,02
3026,53
3005,01
3027,04
3058,02
3084,51
3326,02
4014,02
2096,01
2105,01
3108,01
3084,02
2107,03
4033,01
4034,01
4085,01
2362,01
4015,07
2097,02
2105,03
4036,01
2106,01
4085,02
3108,02
2097,01
3255,01
2107,04
3058,54
7076,02
3126,02
R-10,00
4034,02
4011,05
2008,22
7074,01
