zespol,slupek
4001,03
6034,02
6041,01
6091,01
6027,02
5157,02
6221,02
6035,01
6045,01
6091,04
7083,04
4052,01
6043,01
6029,02
5155,04
6026,02
6031,01
6025,02
6029,01
6023,02
7014,03
6040,02
6033,02
6023,03
6045,02
6024,02
7002,23
5158,01
5158,02
6028,01
6030,01
6028,02
6088,02
7015,02
6100,01
6044,02
6025,01
6024,01
6036,01
6041,02
5040,03
6026,01
6040,06
5087,01
6138,02
6053,01
6030,02
6046,06
6090,02
6090,01
5159,02
6042,02
5159,01
6046,01
6032,01
5037,03
7016,02
6088,01
6034,01
7099,02
5003,05
7001,02
6036,02
5086,01
6053,02
7024,02
6138,01
5087,02
5086,02
6033,01
7023,02
6032,02
6031,02
6027,01
6035,02
