zespol,slupek
5063,04
2098,02
5032,01
2110,02
2113,01
4121,06
5028,03
5110,02
7037,06
2100,02
5043,06
2008,08
2109,03
5043,05
7037,55
2130,02
5055,02
R-10,00
2097,01
5030,02
7071,01
5034,04
5033,01
2111,02
5020,02
2008,10
5031,01
2108,01
5007,05
5061,01
5061,02
5020,01
2113,04
2112,02
R-11,99
7093,05
2130,01
4044,01
R-11,00
7071,02
4116,02
2008,09
5030,01
4029,03
5031,02
2110,01
2100,01
7093,06
2112,01
5028,02
5110,01
5032,02
5007,06
5033,02
2111,01
7009,01
2109,02
5055,01
5063,01
R-10,98
5034,01
4116,01
2097,02
4029,04
4121,05
2098,01
7009,02
5055,07
2108,71
7006,02
4044,02
7006,01
2108,05
