zespol,slupek
1037,02
1033,01
3240,01
3239,02
1043,01
1035,02
3238,02
1002,01
1044,02
3266,02
2131,03
2155,01
3267,05
3120,05
7071,02
7009,01
3106,02
1038,02
1032,02
3245,02
1033,02
1160,01
3229,04
3390,01
2155,02
3243,05
3001,01
1217,01
1041,04
3244,02
7037,06
7076,01
3003,04
2153,01
1044,01
3390,02
7009,02
1036,02
3241,01
3003,02
3001,02
1039,01
3241,02
1001,01
3106,01
1001,02
3267,03
1041,01
3240,02
2131,04
3125,02
3239,01
3237,01
1160,02
1040,02
1041,02
R-07,00
3125,01
3229,03
1032,01
1037,01
2096,02
1036,01
R-13,00
1042,02
3267,71
2001,01
3002,02
3244,01
7076,02
R-13,99
2001,02
7036,02
2253,02
1034,01
2153,02
1038,01
R-07,99
1035,01
1040,01
1039,02
3266,01
7037,55
7071,01
1217,02
7036,01
3245,01
1042,01
3243,06
3237,05
3267,04
2154,01
3238,01
3242,02
1002,02
3242,01
3002,51
1034,02
