zespol,slupek
7061,01
4048,01
4102,01
4044,01
7065,01
4225,01
4046,02
4103,01
7079,04
7040,04
4043,01
4041,02
4048,04
4043,02
4045,05
7060,01
7013,06
4102,02
4140,01
7069,04
7002,02
7063,02
7033,01
7033,02
4214,05
7079,05
4052,02
4213,51
4213,03
4051,01
4042,02
4101,02
7061,02
4047,02
7064,01
4047,01
4051,02
4044,02
7065,02
7040,03
4052,01
R-07,00
7062,01
4001,03
4101,03
4224,01
7100,02
R-13,99
4046,01
4222,02
7063,01
7013,15
4225,02
4223,01
4042,01
4214,04
4222,01
R-13,00
7002,01
4103,02
4001,02
7064,02
R-07,99
4223,02
7066,01
4045,02
