zespol,slupek
6046,08
4028,03
7005,02
5004,03
6042,03
3005,06
7006,03
6047,06
5086,04
7006,04
5070,02
6043,04
5039,03
7094,04
7091,05
5073,02
7011,06
3003,05
6045,05
7016,08
4004,04
7015,05
3004,03
7012,04
5038,04
5068,03
3240,04
7099,03
5066,01
4003,08
5069,04
3240,10
3118,02
7017,05
5003,07
7088,03
4121,04
5004,04
7091,09
5003,04
3003,06
3114,04
3006,06
4005,07
7084,05
4121,03
4003,09
3007,06
6042,04
6039,08
7015,06
5037,06
7011,05
4153,01
5040,05
5040,06
5038,03
7080,01
5003,08
6040,03
6039,07
5041,03
7089,03
R-01,00
3115,03
6043,03
3004,04
7090,04
5085,02
7002,10
4153,02
5037,05
3007,03
7090,06
5159,04
7017,06
7014,06
3115,04
4108,06
3007,04
4108,03
5025,03
7093,04
7018,08
R-03,00
3006,05
5084,01
7016,07
7018,11
7013,08
3238,04
R-01,99
4002,02
4028,04
5065,05
3240,07
6045,04
5039,04
5087,04
3007,05
3239,04
4004,03
5040,07
5041,04
4001,13
7013,07
7090,05
7012,03
5159,03
6045,10
7091,10
7005,01
5062,05
3001,06
3228,04
5505,51
3286,04
5071,02
3116,03
4001,14
5161,03
3005,05
7010,04
5042,05
R-03,99
3114,03
7090,03
7014,05
5084,02
5064,06
5086,03
3002,05
7089,04
4003,07
4005,03
7099,04
5040,08
5074,02
7020,04
6045,06
6041,03
7020,03
5067,03
3480,02
6041,04
7010,03
3116,04
4002,01
5063,06
7091,06
7002,09
3237,04
6040,04
6045,03
3001,05
5087,03
7088,08
5072,02
5106,06
5042,06
