zespol,slupek
6634,01
6637,01
6650,01
6646,02
6632,02
6629,02
6632,01
6407,01
6631,01
6015,04
6638,02
6639,01
6809,01
6017,02
6653,02
6810,01
6631,02
6401,71
6808,01
6654,01
6663,03
6642,01
6810,02
6655,01
6650,02
6660,02
6018,02
6059,21
6660,01
6401,02
6646,01
6663,04
6651,01
6635,01
6624,04
6640,01
6642,02
6018,01
6015,02
6635,02
6630,02
6648,02
6626,01
6627,01
6654,02
6649,01
6061,02
6633,02
6644,01
6630,01
6627,02
6628,01
6658,02
6648,01
6656,02
6651,02
6645,02
6061,01
6809,02
6016,02
6645,01
6636,02
6652,01
6624,01
6653,01
6626,02
6647,01
6639,02
6407,02
6649,02
6628,02
6638,01
6652,02
6633,01
6636,01
6641,01
6637,02
6634,02
6647,02
6016,01
6657,01
6059,03
6401,01
6640,02
6625,01
6644,02
6656,01
6655,02
6017,01
