zespol,slupek
3329,02
3014,02
3218,03
3331,03
3012,01
3221,01
4135,03
3172,02
3012,02
3163,01
3009,02
3167,02
3218,01
3335,01
3328,01
3171,01
3169,01
R-07,00
3220,02
3329,01
3016,01
3350,01
3022,01
3167,01
3339,01
3219,01
3021,01
3018,02
3011,01
3221,02
3015,02
3327,01
3023,02
3165,01
3160,02
3351,01
3009,11
3013,02
R-07,99
3215,01
3014,01
3205,01
3217,01
3165,02
3169,02
3191,01
3330,01
3160,01
3219,02
3168,01
3162,04
3171,02
3307,02
3009,18
3017,01
3216,03
3328,02
3191,02
3013,01
3220,01
3307,01
3331,02
3017,02
3161,01
3168,02
3170,01
3172,01
3019,01
3216,02
3011,02
3009,12
3339,02
3022,02
3215,02
3162,03
3019,02
3170,02
3335,02
3023,01
3351,02
3015,01
3161,02
3330,02
3020,01
3018,01
3163,02
3021,02
3009,17
3020,02
3016,02
