zespol,slupek
6086,03
3033,03
6082,02
7098,01
7057,02
7056,02
6077,01
7104,02
7104,01
7074,02
3094,01
6076,02
6086,01
3122,02
3098,01
3120,02
7003,05
6096,02
3333,03
3057,01
6099,01
6003,03
6099,02
6136,02
3138,03
7003,06
3292,01
7055,02
7075,03
3300,02
7076,03
3033,55
7075,01
3139,04
7057,01
3092,01
3039,02
6095,02
3059,01
3064,04
3093,01
3060,01
6133,01
6003,05
6082,05
6136,01
6076,01
3138,04
3058,02
3064,03
3299,03
3094,02
3098,02
3092,02
3121,02
3454,01
3061,02
7079,02
3280,01
3062,01
6096,01
7076,04
6082,04
7058,01
7073,02
7079,01
7074,01
3139,03
6137,02
7098,02
3299,01
7106,02
7056,01
3058,01
3060,03
3063,01
3292,04
3454,02
3039,01
6133,02
3122,01
3059,02
3121,01
3300,01
3093,02
3063,02
3333,02
3120,01
6095,01
7073,01
6003,04
3060,02
6077,06
7055,01
6137,03
3057,02
3280,02
3292,02
