zespol,slupek
5007,03
5038,03
7047,02
5007,04
7016,08
3003,06
3115,03
1001,04
7099,10
5002,04
2006,04
5002,03
2002,03
5004,03
7011,06
3005,06
5005,04
2007,02
3240,07
5006,03
5003,04
5003,03
1001,03
2008,04
2005,04
3004,04
5005,03
3480,02
7099,09
1163,01
2006,03
5004,04
1003,07
7014,06
R-01,99
R-03,00
3116,03
7015,06
7085,06
1002,03
7047,01
2004,03
3001,06
2008,05
3006,06
2004,04
1163,02
7085,05
5006,04
2005,03
2003,03
7010,04
1002,04
2007,01
2003,04
3007,05
7013,08
R-01,00
2008,13
1003,03
2001,06
3007,04
2001,05
2002,04
3114,03
7012,04
