zespol,slupek
4116,01
6003,04
5088,01
4001,03
7084,04
6133,02
5154,02
6002,02
5089,01
6082,02
6137,03
7021,02
5155,01
4003,01
4117,01
6082,04
7020,02
7019,01
5039,05
4119,02
6003,08
4120,01
7018,03
6136,01
4001,04
6077,01
7019,02
6082,06
4121,06
7021,01
5036,03
6137,02
4003,02
6001,01
6001,02
4118,01
5156,02
4118,04
6136,02
5089,02
4052,02
6077,06
6133,01
5155,02
5002,05
6003,07
5088,02
5002,06
6003,03
4116,04
4121,01
6086,01
5039,06
5156,01
5154,01
6002,01
7020,01
4338,02
7018,02
6076,01
6076,02
4052,06
6086,03
7084,03
5036,04
4117,02
4119,01
