zespol,slupek
5073,03
5100,02
4093,01
4313,01
4313,02
5059,02
5073,04
5072,04
4212,02
4095,02
5105,01
4214,02
5113,01
4214,01
5104,01
5030,01
4225,01
5100,01
4125,01
4086,02
5023,01
5023,02
4094,01
4092,04
4213,04
4102,01
4199,01
5058,02
4199,02
4212,01
5103,02
4093,02
4103,01
5057,02
5057,01
5012,06
5020,04
4125,02
5071,03
5058,01
5020,02
4217,05
5012,03
5071,04
5030,03
5105,02
4086,01
R-11,00
5103,01
5020,03
4225,02
4217,06
5104,02
4092,02
4213,03
4095,01
5113,02
4100,01
4103,02
R-11,99
4217,21
4094,04
4092,03
4102,02
