zespol,slupek
2100,03
7003,02
2131,01
7041,01
7013,06
4051,01
7002,25
2102,04
7013,15
4126,01
R-10,00
7002,02
4001,02
2106,02
4045,02
4001,03
2101,01
4047,01
2136,01
7033,01
4051,02
4126,02
7068,02
2105,04
4041,02
2130,03
2133,06
2132,01
2135,01
7003,01
4048,01
2133,01
4042,02
2107,03
2107,04
4052,01
4043,02
4140,01
2131,02
2106,01
4044,01
2101,02
7041,02
4045,05
7002,01
R-11,00
2105,02
2102,03
R-11,99
4043,01
4042,01
2105,03
7033,02
2132,02
7068,01
4046,01
2136,02
4044,02
2137,02
4052,02
2135,02
R-10,98
