zespol,slupek
7070,02
7071,03
3064,04
3038,01
3065,02
3073,01
3077,02
3064,01
3092,02
3039,04
3076,01
3078,02
3033,03
3066,02
3081,02
7070,01
3057,03
3039,02
3073,02
3009,15
3069,02
3076,02
3092,01
3069,01
7069,01
3075,02
3079,01
3078,01
3071,02
3072,02
3081,01
7069,04
3057,02
3070,01
3094,01
7107,01
3082,02
3083,01
3388,02
7073,04
R-07,99
3074,02
3033,55
3037,02
7073,01
7040,02
3083,02
7040,01
7072,01
3075,01
3037,01
3038,02
3082,01
3071,01
3070,02
3066,03
3094,02
7072,02
R-07,00
7071,04
3093,01
3388,01
3065,01
3077,01
3080,02
3080,01
3009,02
3079,02
7040,06
3009,09
3093,02
3072,01
