zespol,slupek
4007,03
7003,04
3228,03
4003,11
4002,02
4006,03
4001,06
1031,01
3286,04
4005,03
R-03,00
4010,03
7003,03
2131,05
4013,01
7093,04
3239,03
4012,03
1028,02
1028,01
1029,02
4003,08
3240,10
4014,04
R-03,99
4015,03
4015,04
4004,03
4121,03
3286,03
4137,01
1001,03
4001,05
3237,03
7033,06
7013,10
7090,05
3239,04
4008,04
2131,09
1031,02
4003,10
4003,13
7094,04
7041,06
4008,03
4028,04
2001,07
1029,01
7033,05
7093,03
4052,04
4014,03
4028,03
2001,05
4005,04
7002,07
R-02,99
3118,02
4011,04
4121,04
7090,04
2131,07
1030,01
4002,01
7002,08
4052,03
3240,04
7094,03
3238,03
3238,04
3228,04
7041,05
4003,07
4153,01
1030,02
1001,06
R-02,00
4004,04
4011,03
4137,02
4012,04
4010,04
3237,04
3118,01
2131,08
4153,02
4013,02
4007,04
7013,09
4003,09
4006,04
