zespol,slupek
6029,01
6059,04
6050,02
6084,01
6112,03
6050,01
6033,02
6026,08
6128,01
6057,01
6092,01
6026,02
6128,02
6032,01
6027,02
6031,02
6027,01
6028,01
6057,04
6031,01
6059,23
6033,01
6196,52
6030,02
6112,04
6030,01
6059,01
6196,01
6032,02
6028,02
6106,01
6105,01
6029,02
6104,01
