zespol,slupek
4090,01
4092,04
R-07,99
4049,04
4125,02
4217,04
R-11,00
3011,05
3279,02
3009,17
3250,01
4089,02
4219,01
4123,01
4087,02
3338,02
3250,02
4207,51
3243,06
3279,04
3011,06
4211,01
4343,52
4218,03
3243,02
4218,02
4220,02
4217,21
R-07,00
4090,02
4092,03
R-11,99
3279,03
4049,03
4094,01
4219,02
4096,02
3254,02
3251,03
4221,02
4094,04
4123,02
4337,02
4095,01
4125,01
4089,03
3248,02
4090,04
4089,01
3248,01
4037,04
4011,05
3254,01
4011,06
4211,02
4095,02
4217,05
4037,03
4221,04
4096,01
3243,01
4087,01
