zespol,slupek
3032,01
4081,01
3005,01
4154,01
4033,02
3231,04
3239,05
4082,01
3093,01
3030,01
3117,01
3239,01
3094,01
3094,05
4045,05
4043,06
3030,02
R-07,99
3031,52
3126,01
3231,03
4051,01
3027,01
3326,02
3027,04
3117,02
4112,02
3094,02
4032,04
R-07,00
3255,02
4005,06
3005,02
3326,01
3033,51
4113,01
4043,05
3126,02
4051,02
4045,02
4032,01
R-11,00
R-11,99
4033,03
3108,02
3028,51
4113,02
4044,01
3255,01
4027,02
3093,02
3032,52
4108,01
3108,01
4154,04
4109,02
4044,02
3028,52
4005,05
4108,02
4112,01
3239,06
