zespol,slupek
2012,02
2021,02
2296,01
2018,01
2019,01
2300,01
2015,06
2304,02
2023,01
2291,01
2012,01
2019,02
2008,23
2020,02
2308,02
2307,02
2020,01
2008,14
2311,02
2294,02
2013,01
R-10,99
2011,01
2017,02
2295,02
2309,01
2023,02
2311,01
2010,02
2293,02
2015,03
2017,01
2292,02
2312,01
2303,02
2305,01
2310,02
R-10,00
2294,01
2014,01
2303,01
2310,01
2296,02
2304,01
2010,01
2011,02
2014,02
2021,01
2308,01
2302,02
2295,01
2293,01
2016,01
2292,01
2291,02
2305,02
2015,01
2302,01
2018,02
2309,02
2300,02
R-10,90
2307,01
2013,02
